cisp;regiao;ano;roubo_veiculo;flag
19;Capital;2003;64;outlier_sup
21;Capital;2003;166;outlier_sup
22;Capital;2003;131;outlier_sup
23;Capital;2003;124;outlier_sup
24;Capital;2003;78;outlier_sup
25;Capital;2003;118;outlier_sup
27;Capital;2003;148;outlier_sup
30;Capital;2003;96;outlier_sup
33;Capital;2003;62;outlier_sup
34;Capital;2003;93;outlier_sup
35;Capital;2003;93;outlier_sup
37;Capital;2003;82;outlier_sup
38;Capital;2003;142;outlier_sup
39;Capital;2003;135;outlier_sup
40;Capital;2003;70;outlier_sup
44;Capital;2003;105;outlier_sup
52;Baixada Fluminense;2003;67;outlier_sup
59;Baixada Fluminense;2003;203;outlier_sup
64;Baixada Fluminense;2003;70;outlier_sup
21;Capital;2003;178;outlier_sup
22;Capital;2003;127;outlier_sup
23;Capital;2003;120;outlier_sup
24;Capital;2003;84;outlier_sup
25;Capital;2003;92;outlier_sup
27;Capital;2003;120;outlier_sup
28;Capital;2003;71;outlier_sup
29;Capital;2003;76;outlier_sup
30;Capital;2003;86;outlier_sup
34;Capital;2003;104;outlier_sup
35;Capital;2003;105;outlier_sup
37;Capital;2003;110;outlier_sup
38;Capital;2003;124;outlier_sup
39;Capital;2003;119;outlier_sup
44;Capital;2003;82;outlier_sup
52;Baixada Fluminense;2003;68;outlier_sup
59;Baixada Fluminense;2003;171;outlier_sup
64;Baixada Fluminense;2003;66;outlier_sup
21;Capital;2003;149;outlier_sup
22;Capital;2003;143;outlier_sup
23;Capital;2003;86;outlier_sup
24;Capital;2003;99;outlier_sup
25;Capital;2003;75;outlier_sup
27;Capital;2003;126;outlier_sup
28;Capital;2003;66;outlier_sup
29;Capital;2003;79;outlier_sup
30;Capital;2003;85;outlier_sup
34;Capital;2003;101;outlier_sup
35;Capital;2003;87;outlier_sup
37;Capital;2003;90;outlier_sup
38;Capital;2003;121;outlier_sup
39;Capital;2003;87;outlier_sup
44;Capital;2003;80;outlier_sup
52;Baixada Fluminense;2003;71;outlier_sup
59;Baixada Fluminense;2003;143;outlier_sup
64;Baixada Fluminense;2003;61;outlier_sup
21;Capital;2003;176;outlier_sup
22;Capital;2003;118;outlier_sup
23;Capital;2003;105;outlier_sup
24;Capital;2003;87;outlier_sup
25;Capital;2003;99;outlier_sup
27;Capital;2003;112;outlier_sup
30;Capital;2003;78;outlier_sup
34;Capital;2003;103;outlier_sup
35;Capital;2003;109;outlier_sup
37;Capital;2003;78;outlier_sup
38;Capital;2003;88;outlier_sup
39;Capital;2003;110;outlier_sup
40;Capital;2003;61;outlier_sup
44;Capital;2003;113;outlier_sup
52;Baixada Fluminense;2003;64;outlier_sup
59;Baixada Fluminense;2003;147;outlier_sup
64;Baixada Fluminense;2003;63;outlier_sup
20;Capital;2003;68;outlier_sup
21;Capital;2003;184;outlier_sup
22;Capital;2003;119;outlier_sup
23;Capital;2003;117;outlier_sup
24;Capital;2003;122;outlier_sup
25;Capital;2003;92;outlier_sup
27;Capital;2003;143;outlier_sup
29;Capital;2003;68;outlier_sup
30;Capital;2003;92;outlier_sup
34;Capital;2003;132;outlier_sup
35;Capital;2003;94;outlier_sup
37;Capital;2003;142;outlier_sup
38;Capital;2003;122;outlier_sup
39;Capital;2003;83;outlier_sup
44;Capital;2003;112;outlier_sup
59;Baixada Fluminense;2003;157;outlier_sup
64;Baixada Fluminense;2003;69;outlier_sup
21;Capital;2003;108;outlier_sup
22;Capital;2003;146;outlier_sup
23;Capital;2003;90;outlier_sup
24;Capital;2003;93;outlier_sup
27;Capital;2003;122;outlier_sup
29;Capital;2003;61;outlier_sup
30;Capital;2003;80;outlier_sup
34;Capital;2003;75;outlier_sup
35;Capital;2003;67;outlier_sup
37;Capital;2003;117;outlier_sup
38;Capital;2003;110;outlier_sup
39;Capital;2003;101;outlier_sup
40;Capital;2003;68;outlier_sup
44;Capital;2003;86;outlier_sup
52;Baixada Fluminense;2003;74;outlier_sup
59;Baixada Fluminense;2003;108;outlier_sup
64;Baixada Fluminense;2003;74;outlier_sup
21;Capital;2003;140;outlier_sup
22;Capital;2003;110;outlier_sup
23;Capital;2003;109;outlier_sup
25;Capital;2003;70;outlier_sup
27;Capital;2003;104;outlier_sup
30;Capital;2003;73;outlier_sup
34;Capital;2003;83;outlier_sup
37;Capital;2003;97;outlier_sup
38;Capital;2003;80;outlier_sup
39;Capital;2003;91;outlier_sup
44;Capital;2003;93;outlier_sup
59;Baixada Fluminense;2003;107;outlier_sup
21;Capital;2003;102;outlier_sup
22;Capital;2003;125;outlier_sup
23;Capital;2003;105;outlier_sup
24;Capital;2003;83;outlier_sup
27;Capital;2003;142;outlier_sup
30;Capital;2003;74;outlier_sup
34;Capital;2003;100;outlier_sup
35;Capital;2003;66;outlier_sup
37;Capital;2003;91;outlier_sup
38;Capital;2003;93;outlier_sup
39;Capital;2003;113;outlier_sup
44;Capital;2003;79;outlier_sup
59;Baixada Fluminense;2003;99;outlier_sup
21;Capital;2003;116;outlier_sup
22;Capital;2003;105;outlier_sup
23;Capital;2003;125;outlier_sup
24;Capital;2003;76;outlier_sup
25;Capital;2003;70;outlier_sup
27;Capital;2003;134;outlier_sup
28;Capital;2003;67;outlier_sup
29;Capital;2003;62;outlier_sup
30;Capital;2003;73;outlier_sup
34;Capital;2003;93;outlier_sup
37;Capital;2003;109;outlier_sup
38;Capital;2003;104;outlier_sup
39;Capital;2003;105;outlier_sup
40;Capital;2003;62;outlier_sup
44;Capital;2003;95;outlier_sup
52;Baixada Fluminense;2003;63;outlier_sup
59;Baixada Fluminense;2003;133;outlier_sup
64;Baixada Fluminense;2003;64;outlier_sup
21;Capital;2003;114;outlier_sup
22;Capital;2003;146;outlier_sup
23;Capital;2003;128;outlier_sup
25;Capital;2003;68;outlier_sup
27;Capital;2003;115;outlier_sup
30;Capital;2003;85;outlier_sup
33;Capital;2003;67;outlier_sup
34;Capital;2003;95;outlier_sup
35;Capital;2003;66;outlier_sup
37;Capital;2003;107;outlier_sup
38;Capital;2003;132;outlier_sup
39;Capital;2003;138;outlier_sup
44;Capital;2003;87;outlier_sup
59;Baixada Fluminense;2003;140;outlier_sup
21;Capital;2003;83;outlier_sup
22;Capital;2003;112;outlier_sup
23;Capital;2003;120;outlier_sup
24;Capital;2003;69;outlier_sup
25;Capital;2003;65;outlier_sup
27;Capital;2003;103;outlier_sup
28;Capital;2003;65;outlier_sup
30;Capital;2003;117;outlier_sup
33;Capital;2003;64;outlier_sup
34;Capital;2003;91;outlier_sup
35;Capital;2003;66;outlier_sup
37;Capital;2003;94;outlier_sup
38;Capital;2003;67;outlier_sup
39;Capital;2003;83;outlier_sup
44;Capital;2003;61;outlier_sup
59;Baixada Fluminense;2003;101;outlier_sup
19;Capital;2003;65;outlier_sup
21;Capital;2003;105;outlier_sup
22;Capital;2003;125;outlier_sup
23;Capital;2003;127;outlier_sup
24;Capital;2003;90;outlier_sup
25;Capital;2003;62;outlier_sup
27;Capital;2003;111;outlier_sup
28;Capital;2003;93;outlier_sup
29;Capital;2003;66;outlier_sup
30;Capital;2003;89;outlier_sup
34;Capital;2003;88;outlier_sup
35;Capital;2003;105;outlier_sup
37;Capital;2003;68;outlier_sup
38;Capital;2003;123;outlier_sup
39;Capital;2003;112;outlier_sup
40;Capital;2003;74;outlier_sup
59;Baixada Fluminense;2003;151;outlier_sup
21;Capital;2004;101;outlier_sup
22;Capital;2004;140;outlier_sup
23;Capital;2004;100;outlier_sup
24;Capital;2004;61;outlier_sup
27;Capital;2004;134;outlier_sup
29;Capital;2004;62;outlier_sup
30;Capital;2004;79;outlier_sup
33;Capital;2004;74;outlier_sup
34;Capital;2004;95;outlier_sup
35;Capital;2004;62;outlier_sup
37;Capital;2004;87;outlier_sup
38;Capital;2004;140;outlier_sup
39;Capital;2004;126;outlier_sup
40;Capital;2004;82;outlier_sup
59;Baixada Fluminense;2004;146;outlier_sup
21;Capital;2004;122;outlier_sup
22;Capital;2004;126;outlier_sup
23;Capital;2004;80;outlier_sup
24;Capital;2004;78;outlier_sup
27;Capital;2004;93;outlier_sup
37;Capital;2004;85;outlier_sup
38;Capital;2004;98;outlier_sup
39;Capital;2004;96;outlier_sup
59;Baixada Fluminense;2004;133;outlier_sup
21;Capital;2004;137;outlier_sup
22;Capital;2004;127;outlier_sup
23;Capital;2004;74;outlier_sup
24;Capital;2004;86;outlier_sup
27;Capital;2004;139;outlier_sup
28;Capital;2004;80;outlier_sup
29;Capital;2004;62;outlier_sup
30;Capital;2004;87;outlier_sup
33;Capital;2004;101;outlier_sup
34;Capital;2004;70;outlier_sup
35;Capital;2004;74;outlier_sup
37;Capital;2004;113;outlier_sup
38;Capital;2004;105;outlier_sup
39;Capital;2004;96;outlier_sup
41;Capital;2004;68;outlier_sup
52;Baixada Fluminense;2004;66;outlier_sup
59;Baixada Fluminense;2004;192;outlier_sup
17;Capital;2004;78;outlier_sup
21;Capital;2004;160;outlier_sup
22;Capital;2004;143;outlier_sup
23;Capital;2004;107;outlier_sup
24;Capital;2004;96;outlier_sup
25;Capital;2004;92;outlier_sup
27;Capital;2004;123;outlier_sup
28;Capital;2004;72;outlier_sup
29;Capital;2004;80;outlier_sup
30;Capital;2004;89;outlier_sup
33;Capital;2004;87;outlier_sup
34;Capital;2004;74;outlier_sup
35;Capital;2004;63;outlier_sup
37;Capital;2004;72;outlier_sup
38;Capital;2004;106;outlier_sup
39;Capital;2004;121;outlier_sup
40;Capital;2004;72;outlier_sup
41;Capital;2004;72;outlier_sup
44;Capital;2004;72;outlier_sup
52;Baixada Fluminense;2004;67;outlier_sup
59;Baixada Fluminense;2004;200;outlier_sup
60;Baixada Fluminense;2004;64;outlier_sup
17;Capital;2004;81;outlier_sup
20;Capital;2004;61;outlier_sup
21;Capital;2004;175;outlier_sup
22;Capital;2004;150;outlier_sup
23;Capital;2004;96;outlier_sup
24;Capital;2004;87;outlier_sup
25;Capital;2004;95;outlier_sup
27;Capital;2004;125;outlier_sup
28;Capital;2004;71;outlier_sup
29;Capital;2004;64;outlier_sup
30;Capital;2004;90;outlier_sup
33;Capital;2004;86;outlier_sup
34;Capital;2004;70;outlier_sup
35;Capital;2004;92;outlier_sup
37;Capital;2004;98;outlier_sup
38;Capital;2004;146;outlier_sup
39;Capital;2004;125;outlier_sup
40;Capital;2004;71;outlier_sup
44;Capital;2004;94;outlier_sup
59;Baixada Fluminense;2004;175;outlier_sup
64;Baixada Fluminense;2004;61;outlier_sup
17;Capital;2004;67;outlier_sup
21;Capital;2004;107;outlier_sup
22;Capital;2004;135;outlier_sup
23;Capital;2004;64;outlier_sup
24;Capital;2004;99;outlier_sup
25;Capital;2004;61;outlier_sup
27;Capital;2004;100;outlier_sup
28;Capital;2004;65;outlier_sup
29;Capital;2004;61;outlier_sup
30;Capital;2004;99;outlier_sup
34;Capital;2004;78;outlier_sup
35;Capital;2004;78;outlier_sup
37;Capital;2004;83;outlier_sup
38;Capital;2004;111;outlier_sup
39;Capital;2004;181;outlier_sup
41;Capital;2004;65;outlier_sup
44;Capital;2004;81;outlier_sup
59;Baixada Fluminense;2004;113;outlier_sup
64;Baixada Fluminense;2004;70;outlier_sup
17;Capital;2004;85;outlier_sup
20;Capital;2004;67;outlier_sup
21;Capital;2004;107;outlier_sup
22;Capital;2004;107;outlier_sup
24;Capital;2004;64;outlier_sup
27;Capital;2004;123;outlier_sup
28;Capital;2004;69;outlier_sup
29;Capital;2004;75;outlier_sup
30;Capital;2004;80;outlier_sup
34;Capital;2004;78;outlier_sup
35;Capital;2004;89;outlier_sup
37;Capital;2004;61;outlier_sup
38;Capital;2004;120;outlier_sup
39;Capital;2004;205;outlier_sup
40;Capital;2004;72;outlier_sup
44;Capital;2004;80;outlier_sup
59;Baixada Fluminense;2004;128;outlier_sup
21;Capital;2004;89;outlier_sup
22;Capital;2004;102;outlier_sup
27;Capital;2004;100;outlier_sup
28;Capital;2004;64;outlier_sup
30;Capital;2004;85;outlier_sup
34;Capital;2004;67;outlier_sup
37;Capital;2004;67;outlier_sup
38;Capital;2004;108;outlier_sup
39;Capital;2004;188;outlier_sup
40;Capital;2004;72;outlier_sup
44;Capital;2004;62;outlier_sup
59;Baixada Fluminense;2004;156;outlier_sup
21;Capital;2004;113;outlier_sup
22;Capital;2004;126;outlier_sup
23;Capital;2004;76;outlier_sup
24;Capital;2004;65;outlier_sup
25;Capital;2004;69;outlier_sup
27;Capital;2004;119;outlier_sup
30;Capital;2004;81;outlier_sup
34;Capital;2004;76;outlier_sup
38;Capital;2004;145;outlier_sup
39;Capital;2004;183;outlier_sup
40;Capital;2004;67;outlier_sup
41;Capital;2004;61;outlier_sup
44;Capital;2004;89;outlier_sup
59;Baixada Fluminense;2004;122;outlier_sup
18;Capital;2004;67;outlier_sup
21;Capital;2004;138;outlier_sup
22;Capital;2004;92;outlier_sup
23;Capital;2004;66;outlier_sup
24;Capital;2004;65;outlier_sup
25;Capital;2004;70;outlier_sup
27;Capital;2004;146;outlier_sup
28;Capital;2004;74;outlier_sup
29;Capital;2004;68;outlier_sup
33;Capital;2004;67;outlier_sup
34;Capital;2004;99;outlier_sup
38;Capital;2004;113;outlier_sup
39;Capital;2004;193;outlier_sup
40;Capital;2004;68;outlier_sup
41;Capital;2004;72;outlier_sup
44;Capital;2004;108;outlier_sup
59;Baixada Fluminense;2004;144;outlier_sup
64;Baixada Fluminense;2004;78;outlier_sup
21;Capital;2004;124;outlier_sup
22;Capital;2004;82;outlier_sup
24;Capital;2004;90;outlier_sup
25;Capital;2004;65;outlier_sup
27;Capital;2004;115;outlier_sup
33;Capital;2004;82;outlier_sup
34;Capital;2004;100;outlier_sup
35;Capital;2004;76;outlier_sup
38;Capital;2004;77;outlier_sup
39;Capital;2004;216;outlier_sup
40;Capital;2004;65;outlier_sup
44;Capital;2004;108;outlier_sup
59;Baixada Fluminense;2004;129;outlier_sup
60;Baixada Fluminense;2004;61;outlier_sup
19;Capital;2004;69;outlier_sup
20;Capital;2004;66;outlier_sup
21;Capital;2004;147;outlier_sup
22;Capital;2004;94;outlier_sup
24;Capital;2004;73;outlier_sup
27;Capital;2004;117;outlier_sup
30;Capital;2004;87;outlier_sup
33;Capital;2004;78;outlier_sup
34;Capital;2004;99;outlier_sup
35;Capital;2004;89;outlier_sup
38;Capital;2004;102;outlier_sup
39;Capital;2004;190;outlier_sup
40;Capital;2004;61;outlier_sup
44;Capital;2004;119;outlier_sup
59;Baixada Fluminense;2004;118;outlier_sup
21;Capital;2005;144;outlier_sup
22;Capital;2005;114;outlier_sup
23;Capital;2005;109;outlier_sup
24;Capital;2005;81;outlier_sup
27;Capital;2005;146;outlier_sup
28;Capital;2005;68;outlier_sup
29;Capital;2005;66;outlier_sup
30;Capital;2005;69;outlier_sup
33;Capital;2005;81;outlier_sup
34;Capital;2005;95;outlier_sup
35;Capital;2005;96;outlier_sup
38;Capital;2005;150;outlier_sup
39;Capital;2005;153;outlier_sup
40;Capital;2005;64;outlier_sup
44;Capital;2005;104;outlier_sup
59;Baixada Fluminense;2005;146;outlier_sup
21;Capital;2005;156;outlier_sup
22;Capital;2005;122;outlier_sup
23;Capital;2005;117;outlier_sup
24;Capital;2005;111;outlier_sup
27;Capital;2005;108;outlier_sup
33;Capital;2005;109;outlier_sup
34;Capital;2005;101;outlier_sup
35;Capital;2005;98;outlier_sup
38;Capital;2005;140;outlier_sup
39;Capital;2005;130;outlier_sup
44;Capital;2005;115;outlier_sup
59;Baixada Fluminense;2005;122;outlier_sup
20;Capital;2005;62;outlier_sup
21;Capital;2005;204;outlier_sup
22;Capital;2005;113;outlier_sup
23;Capital;2005;95;outlier_sup
24;Capital;2005;111;outlier_sup
27;Capital;2005;146;outlier_sup
28;Capital;2005;86;outlier_sup
29;Capital;2005;65;outlier_sup
30;Capital;2005;89;outlier_sup
33;Capital;2005;89;outlier_sup
34;Capital;2005;119;outlier_sup
35;Capital;2005;77;outlier_sup
38;Capital;2005;149;outlier_sup
39;Capital;2005;172;outlier_sup
40;Capital;2005;84;outlier_sup
44;Capital;2005;153;outlier_sup
59;Baixada Fluminense;2005;138;outlier_sup
20;Capital;2005;61;outlier_sup
21;Capital;2005;160;outlier_sup
22;Capital;2005;80;outlier_sup
23;Capital;2005;118;outlier_sup
24;Capital;2005;91;outlier_sup
25;Capital;2005;80;outlier_sup
27;Capital;2005;173;outlier_sup
28;Capital;2005;83;outlier_sup
29;Capital;2005;77;outlier_sup
30;Capital;2005;79;outlier_sup
33;Capital;2005;99;outlier_sup
34;Capital;2005;105;outlier_sup
35;Capital;2005;95;outlier_sup
38;Capital;2005;166;outlier_sup
39;Capital;2005;168;outlier_sup
40;Capital;2005;69;outlier_sup
44;Capital;2005;130;outlier_sup
59;Baixada Fluminense;2005;122;outlier_sup
19;Capital;2005;70;outlier_sup
20;Capital;2005;72;outlier_sup
21;Capital;2005;176;outlier_sup
22;Capital;2005;78;outlier_sup
23;Capital;2005;79;outlier_sup
24;Capital;2005;85;outlier_sup
25;Capital;2005;70;outlier_sup
27;Capital;2005;183;outlier_sup
28;Capital;2005;77;outlier_sup
29;Capital;2005;61;outlier_sup
30;Capital;2005;94;outlier_sup
32;Capital;2005;63;outlier_sup
33;Capital;2005;85;outlier_sup
34;Capital;2005;109;outlier_sup
35;Capital;2005;79;outlier_sup
37;Capital;2005;66;outlier_sup
38;Capital;2005;145;outlier_sup
39;Capital;2005;139;outlier_sup
40;Capital;2005;71;outlier_sup
41;Capital;2005;62;outlier_sup
44;Capital;2005;141;outlier_sup
59;Baixada Fluminense;2005;109;outlier_sup
21;Capital;2005;126;outlier_sup
22;Capital;2005;110;outlier_sup
24;Capital;2005;111;outlier_sup
27;Capital;2005;138;outlier_sup
28;Capital;2005;71;outlier_sup
29;Capital;2005;65;outlier_sup
33;Capital;2005;87;outlier_sup
34;Capital;2005;106;outlier_sup
35;Capital;2005;70;outlier_sup
38;Capital;2005;113;outlier_sup
39;Capital;2005;128;outlier_sup
40;Capital;2005;67;outlier_sup
44;Capital;2005;120;outlier_sup
59;Baixada Fluminense;2005;89;outlier_sup
21;Capital;2005;130;outlier_sup
22;Capital;2005;102;outlier_sup
23;Capital;2005;96;outlier_sup
24;Capital;2005;94;outlier_sup
27;Capital;2005;105;outlier_sup
28;Capital;2005;64;outlier_sup
34;Capital;2005;102;outlier_sup
35;Capital;2005;70;outlier_sup
38;Capital;2005;131;outlier_sup
39;Capital;2005;98;outlier_sup
40;Capital;2005;63;outlier_sup
44;Capital;2005;71;outlier_sup
59;Baixada Fluminense;2005;108;outlier_sup
64;Baixada Fluminense;2005;73;outlier_sup
21;Capital;2005;121;outlier_sup
22;Capital;2005;98;outlier_sup
23;Capital;2005;75;outlier_sup
24;Capital;2005;100;outlier_sup
27;Capital;2005;98;outlier_sup
28;Capital;2005;74;outlier_sup
33;Capital;2005;61;outlier_sup
34;Capital;2005;124;outlier_sup
35;Capital;2005;72;outlier_sup
38;Capital;2005;92;outlier_sup
39;Capital;2005;112;outlier_sup
40;Capital;2005;65;outlier_sup
44;Capital;2005;105;outlier_sup
59;Baixada Fluminense;2005;121;outlier_sup
64;Baixada Fluminense;2005;70;outlier_sup
21;Capital;2005;155;outlier_sup
22;Capital;2005;103;outlier_sup
23;Capital;2005;92;outlier_sup
24;Capital;2005;120;outlier_sup
25;Capital;2005;75;outlier_sup
27;Capital;2005;144;outlier_sup
28;Capital;2005;77;outlier_sup
33;Capital;2005;61;outlier_sup
34;Capital;2005;121;outlier_sup
35;Capital;2005;74;outlier_sup
38;Capital;2005;104;outlier_sup
39;Capital;2005;92;outlier_sup
44;Capital;2005;109;outlier_sup
59;Baixada Fluminense;2005;119;outlier_sup
19;Capital;2005;79;outlier_sup
21;Capital;2005;159;outlier_sup
22;Capital;2005;105;outlier_sup
23;Capital;2005;90;outlier_sup
24;Capital;2005;108;outlier_sup
27;Capital;2005;108;outlier_sup
28;Capital;2005;78;outlier_sup
30;Capital;2005;77;outlier_sup
33;Capital;2005;73;outlier_sup
34;Capital;2005;134;outlier_sup
35;Capital;2005;76;outlier_sup
37;Capital;2005;80;outlier_sup
38;Capital;2005;113;outlier_sup
39;Capital;2005;122;outlier_sup
40;Capital;2005;66;outlier_sup
44;Capital;2005;110;outlier_sup
52;Baixada Fluminense;2005;62;outlier_sup
59;Baixada Fluminense;2005;113;outlier_sup
64;Baixada Fluminense;2005;64;outlier_sup
19;Capital;2005;66;outlier_sup
21;Capital;2005;121;outlier_sup
22;Capital;2005;90;outlier_sup
23;Capital;2005;68;outlier_sup
24;Capital;2005;103;outlier_sup
27;Capital;2005;165;outlier_sup
28;Capital;2005;81;outlier_sup
30;Capital;2005;84;outlier_sup
33;Capital;2005;66;outlier_sup
34;Capital;2005;137;outlier_sup
35;Capital;2005;80;outlier_sup
37;Capital;2005;63;outlier_sup
38;Capital;2005;127;outlier_sup
39;Capital;2005;140;outlier_sup
40;Capital;2005;81;outlier_sup
44;Capital;2005;62;outlier_sup
52;Baixada Fluminense;2005;62;outlier_sup
59;Baixada Fluminense;2005;133;outlier_sup
60;Baixada Fluminense;2005;79;outlier_sup
21;Capital;2005;144;outlier_sup
22;Capital;2005;76;outlier_sup
26;Capital;2005;61;outlier_sup
27;Capital;2005;147;outlier_sup
28;Capital;2005;91;outlier_sup
34;Capital;2005;110;outlier_sup
35;Capital;2005;85;outlier_sup
37;Capital;2005;71;outlier_sup
38;Capital;2005;124;outlier_sup
39;Capital;2005;113;outlier_sup
44;Capital;2005;76;outlier_sup
59;Baixada Fluminense;2005;118;outlier_sup
64;Baixada Fluminense;2005;87;outlier_sup
21;Capital;2006;123;outlier_sup
22;Capital;2006;111;outlier_sup
26;Capital;2006;69;outlier_sup
27;Capital;2006;107;outlier_sup
28;Capital;2006;70;outlier_sup
33;Capital;2006;67;outlier_sup
34;Capital;2006;129;outlier_sup
35;Capital;2006;81;outlier_sup
38;Capital;2006;115;outlier_sup
39;Capital;2006;142;outlier_sup
44;Capital;2006;61;outlier_sup
59;Baixada Fluminense;2006;144;outlier_sup
60;Baixada Fluminense;2006;62;outlier_sup
64;Baixada Fluminense;2006;91;outlier_sup
21;Capital;2006;139;outlier_sup
22;Capital;2006;95;outlier_sup
24;Capital;2006;62;outlier_sup
26;Capital;2006;89;outlier_sup
27;Capital;2006;111;outlier_sup
28;Capital;2006;108;outlier_sup
33;Capital;2006;66;outlier_sup
34;Capital;2006;168;outlier_sup
35;Capital;2006;112;outlier_sup
38;Capital;2006;102;outlier_sup
39;Capital;2006;121;outlier_sup
40;Capital;2006;61;outlier_sup
44;Capital;2006;78;outlier_sup
59;Baixada Fluminense;2006;123;outlier_sup
64;Baixada Fluminense;2006;91;outlier_sup
19;Capital;2006;64;outlier_sup
20;Capital;2006;62;outlier_sup
21;Capital;2006;146;outlier_sup
22;Capital;2006;121;outlier_sup
24;Capital;2006;64;outlier_sup
26;Capital;2006;77;outlier_sup
27;Capital;2006;167;outlier_sup
28;Capital;2006;76;outlier_sup
29;Capital;2006;61;outlier_sup
33;Capital;2006;114;outlier_sup
34;Capital;2006;171;outlier_sup
35;Capital;2006;104;outlier_sup
37;Capital;2006;63;outlier_sup
38;Capital;2006;140;outlier_sup
39;Capital;2006;80;outlier_sup
41;Capital;2006;72;outlier_sup
44;Capital;2006;61;outlier_sup
59;Baixada Fluminense;2006;134;outlier_sup
64;Baixada Fluminense;2006;101;outlier_sup
74;Grande Niterói;2006;66;outlier_sup
19;Capital;2006;69;outlier_sup
20;Capital;2006;63;outlier_sup
21;Capital;2006;136;outlier_sup
22;Capital;2006;103;outlier_sup
23;Capital;2006;66;outlier_sup
24;Capital;2006;76;outlier_sup
26;Capital;2006;68;outlier_sup
27;Capital;2006;158;outlier_sup
28;Capital;2006;101;outlier_sup
29;Capital;2006;70;outlier_sup
33;Capital;2006;80;outlier_sup
34;Capital;2006;181;outlier_sup
35;Capital;2006;104;outlier_sup
38;Capital;2006;120;outlier_sup
39;Capital;2006;102;outlier_sup
40;Capital;2006;63;outlier_sup
44;Capital;2006;102;outlier_sup
59;Baixada Fluminense;2006;163;outlier_sup
64;Baixada Fluminense;2006;98;outlier_sup
18;Capital;2006;79;outlier_sup
20;Capital;2006;76;outlier_sup
21;Capital;2006;161;outlier_sup
22;Capital;2006;94;outlier_sup
23;Capital;2006;71;outlier_sup
24;Capital;2006;65;outlier_sup
25;Capital;2006;81;outlier_sup
26;Capital;2006;76;outlier_sup
27;Capital;2006;159;outlier_sup
28;Capital;2006;75;outlier_sup
29;Capital;2006;75;outlier_sup
30;Capital;2006;68;outlier_sup
33;Capital;2006;99;outlier_sup
34;Capital;2006;157;outlier_sup
35;Capital;2006;107;outlier_sup
37;Capital;2006;65;outlier_sup
38;Capital;2006;141;outlier_sup
39;Capital;2006;136;outlier_sup
40;Capital;2006;74;outlier_sup
44;Capital;2006;109;outlier_sup
59;Baixada Fluminense;2006;153;outlier_sup
64;Baixada Fluminense;2006;93;outlier_sup
19;Capital;2006;65;outlier_sup
20;Capital;2006;86;outlier_sup
21;Capital;2006;116;outlier_sup
22;Capital;2006;91;outlier_sup
26;Capital;2006;72;outlier_sup
27;Capital;2006;139;outlier_sup
28;Capital;2006;84;outlier_sup
33;Capital;2006;72;outlier_sup
34;Capital;2006;114;outlier_sup
35;Capital;2006;78;outlier_sup
37;Capital;2006;65;outlier_sup
38;Capital;2006;92;outlier_sup
39;Capital;2006;119;outlier_sup
40;Capital;2006;62;outlier_sup
44;Capital;2006;75;outlier_sup
59;Baixada Fluminense;2006;129;outlier_sup
64;Baixada Fluminense;2006;94;outlier_sup
20;Capital;2006;65;outlier_sup
21;Capital;2006;124;outlier_sup
22;Capital;2006;95;outlier_sup
26;Capital;2006;61;outlier_sup
27;Capital;2006;120;outlier_sup
28;Capital;2006;71;outlier_sup
31;Capital;2006;61;outlier_sup
34;Capital;2006;131;outlier_sup
35;Capital;2006;63;outlier_sup
37;Capital;2006;68;outlier_sup
38;Capital;2006;130;outlier_sup
39;Capital;2006;86;outlier_sup
44;Capital;2006;61;outlier_sup
52;Baixada Fluminense;2006;63;outlier_sup
59;Baixada Fluminense;2006;128;outlier_sup
64;Baixada Fluminense;2006;69;outlier_sup
20;Capital;2006;68;outlier_sup
21;Capital;2006;146;outlier_sup
22;Capital;2006;106;outlier_sup
27;Capital;2006;124;outlier_sup
28;Capital;2006;73;outlier_sup
33;Capital;2006;78;outlier_sup
34;Capital;2006;132;outlier_sup
35;Capital;2006;82;outlier_sup
37;Capital;2006;87;outlier_sup
38;Capital;2006;99;outlier_sup
39;Capital;2006;80;outlier_sup
44;Capital;2006;94;outlier_sup
59;Baixada Fluminense;2006;124;outlier_sup
64;Baixada Fluminense;2006;81;outlier_sup
19;Capital;2006;69;outlier_sup
20;Capital;2006;84;outlier_sup
21;Capital;2006;160;outlier_sup
22;Capital;2006;110;outlier_sup
23;Capital;2006;64;outlier_sup
24;Capital;2006;61;outlier_sup
26;Capital;2006;76;outlier_sup
27;Capital;2006;118;outlier_sup
28;Capital;2006;84;outlier_sup
30;Capital;2006;69;outlier_sup
31;Capital;2006;61;outlier_sup
33;Capital;2006;85;outlier_sup
34;Capital;2006;146;outlier_sup
35;Capital;2006;71;outlier_sup
37;Capital;2006;78;outlier_sup
38;Capital;2006;96;outlier_sup
39;Capital;2006;81;outlier_sup
40;Capital;2006;71;outlier_sup
41;Capital;2006;61;outlier_sup
44;Capital;2006;75;outlier_sup
52;Baixada Fluminense;2006;62;outlier_sup
59;Baixada Fluminense;2006;140;outlier_sup
64;Baixada Fluminense;2006;65;outlier_sup
19;Capital;2006;74;outlier_sup
20;Capital;2006;74;outlier_sup
21;Capital;2006;143;outlier_sup
22;Capital;2006;119;outlier_sup
24;Capital;2006;62;outlier_sup
27;Capital;2006;120;outlier_sup
